previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,TotalDeaths
9,78,28,36,36,36,ME20210329,20210329,ME,24,9,736
19,207,63,59,59,59,WV20210302,20210302,WV,61,28,2301
230,1631,585,590,590,590,TX20210601,20210601,TX,nan,,50441
177,2226,441,216,221,221,LA20201213,20201213,LA,nan,162,6818
313,1640,445,153,153,153,OK20201210,20201210,OK,467,,1980
102,855,309,112,112,112,AL20200910,20200910,AL,nan,,2301
34,396,85,63,63,63,WV20210211,20210211,WV,82,40,2187
0,3,2,2,2,2,VI20210428,,,,,
13,129,61,36,36,36,ME20210504,20210504,ME,56,24,790
5,66,15,65,65,65,SD20210331,20210331,SD,nan,,1935
23,236,58,63,63,63,NV20210411,20210411,NV,66,31,5332
68,328,127,105,105,105,CO20210306,20210306,CO,nan,,5986
463,3378,809,267,267,267,FL20210425,20210425,FL,nan,,34848
,,,0,0,0,MT20200225,,,,,
106,766,249,131,131,131,NC20210515,20210515,NC,253,,12862
326,2757,731,419,418,418,CA20210319,20210319,CA,753,,56027
78,563,182,102,94,69,MS20200905,20200905,MS,186,111,2569
396,2370,621,107,107,107,AL20201215,20201215,AL,nan,,4124
60,513,116,33,33,33,CT20210222,20210222,CT,nan,,7562
341,2903,966,397,384,376,CA20200912,20200912,CA,970,,14251
58,449,152,140,140,140,MO20210529,20210529,MO,147,102,9080
4,32,7,23,23,23,AK20210211,20210211,AK,nan,6,278
59,587,214,117,117,117,TN20210519,20210519,TN,205,97,12353
69,318,93,149,148,148,WI20210411,20210411,WI,74,,6677
32,242,53,30,30,30,WY20201130,20201130,WY,nan,,215
10,80,28,39,39,39,ME20210305,20210305,ME,27,10,705
212,1416,442,104,104,104,CO20201217,20201217,CO,nan,,4226
,,,0,0,0,NC20200125,,,,,
4,26,6,26,26,26,HI20210310,20210310,HI,nan,,448
195,1878,404,130,130,130,MN20201130,20201130,MN,392,,3593
51,406,233,101,93,83,AR20200905,20200905,AR,nan,78,882
6,72,17,14,14,13,DC20210528,20210528,DC,20,10,1132
8,39,8,67,67,67,MT20210402,20210402,MT,nan,,1454
4,19,5,31,31,31,WY20210306,20210306,WY,nan,,682
42,363,93,126,126,126,IA20210131,20210131,IA,92,28,4901
22,125,44,56,51,46,UT20200901,20200901,UT,44,,409
73,515,113,63,63,63,NV20210224,20210224,NV,120,78,4919
180,1187,320,234,234,234,OH20210430,20210430,OH,319,193,19285
18,148,50,102,87,80,CO20200917,20200917,CO,nan,,2006
11,90,30,14,14,12,DC20200902,20200902,DC,22,8,608
292,1273,346,104,104,104,KY20210201,20210201,KY,337,178,3780
105,1089,296,120,120,120,TN20210217,20210217,TN,291,157,10985
25,215,48,142,142,142,KS20210308,20210308,KS,39,17,4816
35,345,92,104,104,104,VA20210605,20210605,VA,112,82,11229
305,2709,544,229,229,229,PA20210211,20210211,PA,538,301,22860
27,433,54,15,15,15,RI20201213,20201213,RI,48,25,1509
21,166,56,108,108,108,MS20210526,20210526,MS,56,25,7302
201,1332,409,107,107,107,GA20210303,20210303,GA,nan,,15349
30,194,63,108,108,108,MS20210505,20210505,MS,56,26,7223
90,544,162,79,79,79,MA20210412,20210412,MA,162,102,17061
465,3884,901,126,126,126,AZ20210124,20210124,AZ,1054,720,12238
23,128,54,60,60,60,UT20210519,20210519,UT,56,,2275
434,2746,681,102,102,102,AZ20201207,20201207,AZ,736,459,6950
20,174,42,30,30,30,NH20210205,20210205,NH,nan,,1091
471,3061,733,233,233,233,OH20210127,20210127,OH,735,482,10931
7,44,10,24,24,24,AK20210122,20210122,AK,nan,7,252
562,4827,985,208,208,208,NY20210324,20210324,NY,918,596,40096
8,80,8,16,16,16,DE20210516,20210516,DE,7,,1651
135,1067,249,140,140,140,MN20201219,20201219,MN,261,,4780
73,591,182,111,111,111,AR20210220,20210220,AR,nan,103,5348
269,1692,409,59,59,59,MD20201223,20201223,MD,419,,5402
32,462,60,16,16,16,DE20201226,20201226,DE,55,,895
14,82,20,50,50,50,ND20210130,20210130,ND,8,,1422
1353,9738,2765,590,590,590,TX20201217,20201217,TX,nan,,24660
325,3424,826,261,258,255,FL20200909,20200909,FL,nan,,12115
,,,0,0,0,MO20200223,,,,,
1051,7083,1362,266,266,266,FL20210103,20210103,FL,nan,,21987
74,344,134,102,102,102,MA20210506,20210506,MA,137,87,17311
122,1229,309,101,101,101,MS20210111,20210111,MS,344,221,5186
16,146,30,150,150,150,KS20210401,20210401,KS,28,13,4913
19,200,66,39,39,39,ME20210116,20210116,ME,63,23,507
19,51,12,67,67,67,MT20210430,20210430,MT,nan,,1571
104,540,124,40,40,40,CT20210408,20210408,CT,nan,,7940
12,116,13,16,16,16,DE20210506,20210506,DE,17,,1629
33,384,97,150,150,150,KS20210214,20210214,KS,87,42,4364
79,684,230,208,194,189,OH20200907,20200907,OH,244,135,4276
,,,0,0,0,AL20200212,,,,,
4,27,6,30,30,30,NH20210530,20210530,NH,nan,,1353
9,105,17,47,48,48,ND20200913,20200913,ND,18,,168
100,554,164,105,105,105,CO20210203,20210203,CO,nan,,5664
13,163,18,16,16,16,DE20210228,20210228,DE,22,,1422
9,41,5,17,17,17,VT20210119,20210119,VT,5,,163
27,439,59,15,15,15,RI20201220,20201220,RI,56,29,1625
,,,0,0,0,NC20200213,,,,,
385,2685,695,115,115,115,TN20201212,20201212,TN,670,351,5400
67,699,263,113,113,113,TN20210509,20210509,TN,259,146,12255
4,38,9,26,26,26,HI20210604,20210604,HI,nan,,501
215,1243,362,232,232,232,OH20210423,20210423,OH,366,208,19122
258,1393,440,170,170,170,GA20210312,20210312,GA,nan,,15831
,,,0,0,0,MN20200305,20200305,MN,nan,,
,,,0,0,0,AL20200114,,,,,
123,1250,310,109,109,109,MS20210108,20210108,MS,348,229,5101
,,,0,0,0,PR20200103,,,,,
136,1364,309,87,87,87,SC20210207,20210207,SC,359,224,7690
31,242,79,63,63,63,WV20210331,20210331,WV,80,22,2676
13,74,18,28,28,28,NH20210309,20210309,NH,nan,,1185
84,665,157,63,63,63,WV20210123,20210123,WV,160,74,1872
136,990,315,109,109,109,AR20201225,20201225,AR,nan,183,3438
8,108,32,48,48,48,ID20210531,20210531,ID,32,,2090
22,307,54,79,78,76,NJ20200915,20200915,NJ,100,38,14254
18,75,16,40,40,40,CT20210604,20210604,CT,nan,,8246
72,435,115,172,150,134,NY20200905,20200905,NY,115,61,25350
6,32,4,17,17,17,VT20210401,20210401,VT,4,,227
32,250,109,59,59,59,UT20210218,20210218,UT,105,,1813
105,466,184,138,138,135,OK20200912,20200912,OK,174,,899
0,5,3,2,2,2,VI20210306,,,,,
5,29,8,17,17,17,VT20210308,20210308,VT,7,,208
430,1630,416,124,124,124,KY20201204,20201204,KY,409,230,2039
24,119,32,122,122,122,IA20210525,20210525,IA,32,17,6039
14,66,18,63,63,63,SD20210330,20210330,SD,nan,,1935
343,2783,903,594,594,594,TX20210411,20210411,TX,nan,,48211
,,,0,0,0,SC20200303,,,,,
12,104,18,14,14,11,DC20200911,20200911,DC,25,8,616
197,1978,497,132,132,132,NC20210212,20210212,NC,506,,10376
,,,0,0,0,AL20200224,,,,,
43,336,108,114,114,114,AL20210411,20210411,AL,nan,,10712
3,24,3,17,17,17,VT20210317,20210317,VT,3,,217
26,262,54,64,64,64,OR20210206,20210206,OR,59,28,2002
11,95,25,47,48,48,ND20200903,20200903,ND,16,,150
,,,0,0,0,NC20200115,,,,,
64,410,126,101,101,101,AZ20210518,20210518,AZ,193,78,17480
142,800,230,198,198,198,OH20210525,20210525,OH,228,139,19748
72,373,113,142,142,142,WI20210420,20210420,WI,86,,6718
178,1549,444,114,114,114,TN20210130,20210130,TN,427,252,9574
17,141,30,150,150,150,KS20210402,20210402,KS,27,6,4932
11,149,27,15,15,15,RI20210422,20210422,RI,23,20,2660
379,3303,776,132,132,132,NC20210121,20210121,NC,780,,8339
98,599,135,140,140,140,MN20210408,20210408,MN,131,,6922
358,2473,659,114,114,114,AL20201220,20201220,AL,nan,,4389
110,862,225,105,105,105,VA20210415,20210415,VA,261,145,10529
58,334,101,114,114,114,AL20210408,20210408,AL,nan,,10675
321,2660,509,107,107,107,VA20210115,20210115,VA,580,362,5656
,,,0,0,0,MT20200212,,,,,
124,419,105,119,119,119,KY20210319,20210319,KY,101,60,5695
163,1102,280,109,109,109,MS20201220,20201220,MS,322,189,4409
1,8,1,30,29,29,NH20200907,20200907,NH,nan,,433
,,,0,0,0,IN20200208,,,,,
75,304,91,142,142,142,WI20210406,20210406,WI,75,,6648
91,830,213,95,95,95,VA20210322,20210322,VA,214,124,10127
475,3842,896,198,198,198,OH20210118,20210118,OH,909,610,10281
157,1002,306,111,111,111,AR20201218,20201218,AR,nan,181,3139
634,5068,1169,194,194,194,PA20201130,20201130,PA,970,499,10383
23,83,16,67,67,67,MT20210218,20210218,MT,nan,,1337
175,1276,288,87,87,87,SC20201218,20201218,SC,315,143,4895
60,329,109,139,135,134,WI20200831,20200831,WI,96,,1122
120,712,180,165,165,165,IN20210217,20210217,IN,194,98,11825
7,118,29,67,67,67,PR20210226,,,,,
13,142,58,39,39,39,ME20201129,20201129,ME,49,18,191
45,336,109,95,95,95,WA20210329,20210329,WA,nan,57,5226
196,1457,313,77,77,77,SC20201222,20201222,SC,344,170,5028
285,414,130,114,109,106,KY20200923,20200923,KY,123,,1124
59,449,54,16,16,16,DE20210115,20210115,DE,56,,1002
104,929,256,132,132,132,NC20210409,20210409,NC,243,,12248
14,127,28,23,23,23,AK20201215,20201215,AK,nan,13,178
70,421,129,153,153,153,OK20210305,20210305,OK,467,,4534
,,,0,0,0,NV20200201,,,,,
167,1383,325,60,60,60,MD20210206,20210206,MD,337,,7150
13,133,17,10,10,10,DE20210302,20210302,DE,18,,1426
301,1566,545,595,595,595,TX20210602,20210602,TX,nan,,50486
203,2038,436,106,106,106,VA20210204,20210204,VA,486,294,6650
218,1603,526,170,170,170,GA20210307,20210307,GA,nan,,15598
6,59,18,65,65,65,SD20210512,20210512,SD,nan,,1988
1,8,3,30,29,29,NH20200910,20200910,NH,nan,,434
30,196,74,101,101,101,MS20210511,20210511,MS,68,26,7240
2,31,5,17,17,17,VT20210314,20210314,VT,1,,214
9,82,31,39,39,39,ME20210324,20210324,ME,29,12,731
364,2897,765,115,115,115,TN20201218,20201218,TN,747,389,5960
0,5,0,2,2,2,VI20200920,,,,,
24,182,70,107,107,107,MS20210514,20210514,MS,72,33,7254
1982,13862,3565,591,591,591,TX20210106,20210106,TX,nan,,28545
70,355,108,151,151,151,OK20210310,20210310,OK,nan,,4701
112,1167,318,131,131,131,NC20210304,20210304,NC,332,,11363
100,983,271,192,168,152,IL20200908,20200908,IL,343,133,8186
65,370,140,115,115,115,AL20210508,20210508,AL,nan,,10978
50,229,57,122,122,122,IA20210223,20210223,IA,57,23,5400
,,,0,0,0,AL20200104,,,,,
509,3818,716,181,181,181,NY20201130,20201130,NY,681,325,26747
119,532,152,167,167,167,GA20210602,20210602,GA,nan,,18085
110,1163,331,125,125,125,MO20210208,20210208,MO,323,199,7143
1,17,4,24,24,24,AK20210522,20210522,AK,nan,1,362
63,396,152,104,91,75,AZ20200907,20200907,AZ,221,119,5219
1,3,3,2,2,2,VI20210501,,,,,
5,24,3,17,17,17,VT20210327,20210327,VT,3,,224
14,136,33,28,28,28,NH20210209,20210209,NH,nan,,1109
53,384,102,54,53,52,MD20200917,20200917,MD,83,,3717
383,3689,900,264,263,260,FL20200904,20200904,FL,nan,,11750
19,125,38,91,91,91,AR20210412,20210412,AR,nan,17,5665
106,875,218,87,87,87,SC20210220,20210220,SC,246,144,8324
32,261,56,62,62,62,NV20210408,20210408,NV,64,32,5313
2,25,12,24,21,20,AK20200917,20200917,AK,nan,13,44
32,178,72,110,110,110,AR20210530,20210530,AR,nan,34,5832
103,253,76,117,117,117,KY20210605,20210605,KY,83,44,7091
163,397,123,112,106,103,KY20200913,20200913,KY,148,,1060
27,239,39,15,15,15,RI20210212,20210212,RI,39,20,2290
38,361,100,54,52,51,MD20200909,20200909,MD,95,,3672
175,1507,304,211,211,211,PA20210315,20210315,PA,286,167,24587
0,2,2,2,2,2,VI20201219,,,,,
,,,0,0,0,MO20200227,,,,,
62,370,137,115,115,115,AL20210506,20210506,AL,nan,,10946
,,,0,0,0,KS20200201,,,,,
534,3482,781,267,267,267,FL20210422,20210422,FL,nan,,34696
142,691,203,167,167,167,GA20210526,20210526,GA,nan,,17986
106,614,143,140,140,140,MN20210410,20210410,MN,134,,6944
43,272,60,61,61,61,NV20210406,20210406,NV,82,41,5297
9,60,11,66,66,66,MT20210422,20210422,MT,nan,,1557
127,477,170,145,138,136,IN20200911,20200911,IN,226,67,3196
19,57,11,67,67,67,MT20210305,20210305,MT,nan,,1379
37,358,101,52,52,52,ID20201225,20201225,ID,100,,1349
27,209,50,28,28,28,NH20210126,20210126,NH,nan,,994
69,773,298,127,121,120,NC20200911,20200911,NC,292,,3023
73,671,176,95,80,82,VA20200902,20200902,VA,266,134,2641
10,105,32,53,53,53,ID20210528,20210528,ID,32,,2090
6,79,22,39,39,39,ME20210310,20210310,ME,25,9,723
568,6854,1309,207,207,207,NY20210214,20210214,NY,1285,881,37118
21,147,48,56,54,54,NM20210520,20210520,NM,nan,,4126
,,,0,0,0,TX20200118,,,,,
371,3334,969,418,418,418,CA20210311,20210311,CA,961,,54891
279,3517,872,261,259,256,FL20200906,20200906,FL,nan,,11849
31,346,60,50,50,50,ND20201206,20201206,ND,48,,1013
34,297,36,11,11,11,DE20201201,20201201,DE,33,,777
24,268,77,14,14,13,DC20201214,20201214,DC,63,34,716
23,83,21,66,66,66,MT20210216,20210216,MT,nan,,1331
1556,11397,2998,590,590,590,TX20201227,20201227,TX,nan,,26472
28,135,43,110,110,110,AR20210409,20210409,AR,nan,23,5661
74,442,105,34,34,34,CT20210426,20210426,CT,nan,,8066
58,434,160,96,96,96,CO20210215,20210215,CO,nan,,5826
203,1614,399,229,229,229,PA20210514,20210514,PA,373,237,26724
36,198,48,14,14,14,DC20201202,20201202,DC,41,18,690
9,134,33,65,65,65,SD20210124,20210124,SD,nan,,1705
21,150,36,65,65,65,OR20210401,20210401,OR,39,16,2385
47,213,52,126,126,126,IA20210409,20210409,IA,52,19,5849
187,1381,341,60,60,60,MD20210203,20210203,MD,361,,7043
75,639,198,99,94,70,AZ20200830,20200830,AZ,263,161,5030
0,3,2,2,2,2,VI20210205,,,,,
,,,0,0,0,CA20200207,,,,,
44,221,81,146,117,98,KS20200916,20200916,KS,83,21,586
45,569,161,101,101,101,NE20201220,20201220,NE,nan,,1486
220,1510,347,60,60,60,MD20210128,20210128,MD,376,,6861
403,3099,664,205,205,205,IL20210109,20210109,IL,742,393,17494
17,357,59,67,67,67,PR20210412,,,,,
142,1251,269,95,95,95,VA20210222,20210222,VA,318,187,7486
17,71,30,37,37,37,ME20210302,20210302,ME,25,8,703
36,203,71,139,139,139,OK20210504,20210504,OK,nan,,6788
232,1481,385,233,233,233,OH20210219,20210219,OH,395,270,16693
319,2197,362,96,96,96,NJ20210401,20210401,NJ,424,230,22023
94,920,230,132,132,132,NC20210331,20210331,NC,235,,12112
81,803,271,127,126,123,TN20200919,20200919,TN,263,124,2216
19,111,44,56,51,46,UT20200904,20200904,UT,54,,419
92,523,202,59,59,59,UT20201209,20201209,UT,223,,995
40,279,64,62,62,62,NV20210318,20210318,NV,77,39,5157
264,2016,518,217,221,221,LA20210112,20210112,LA,nan,244,7971
79,551,151,140,140,140,MO20210501,20210501,MO,149,97,8743
56,383,87,140,140,140,MN20210130,20210130,MN,95,,6187
82,406,101,40,40,40,CT20210320,20210320,CT,nan,,7832
762,7094,2116,589,589,589,TX20210222,20210222,TX,nan,,41407
458,3045,733,269,269,269,FL20210507,20210507,FL,nan,,35635
83,1213,282,192,212,212,LA20200901,20200901,LA,nan,128,4821
99,767,222,61,61,61,MD20210306,20210306,MD,230,,7759
288,1308,334,119,119,119,KY20210131,20210131,KY,354,173,3745
5,45,9,24,24,24,HI20210517,20210517,HI,nan,,492
31,407,52,50,50,50,ND20201129,20201129,ND,43,,920
3,54,17,26,26,26,HI20210210,20210210,HI,nan,,423
18,117,44,60,60,60,UT20210529,20210529,UT,49,,2301
173,1696,378,139,139,139,MN20201203,20201203,MN,376,,3784
55,310,65,62,62,62,NV20210429,20210429,NV,70,39,5459
12,102,22,26,26,26,HI20210120,20210120,HI,nan,,325
101,634,195,101,93,69,MS20200901,20200901,MS,196,117,2493
61,247,76,150,149,149,WI20210313,20210313,WI,55,,6538
66,341,105,114,114,114,AL20210415,20210415,AL,nan,,10736
179,1041,318,170,170,170,GA20210505,20210505,GA,nan,,17625
1,10,7,36,33,31,ME20200914,20200914,ME,5,3,136
732,5811,1353,170,170,170,GA20210117,20210117,GA,nan,,11032
,,,0,0,0,HI20200101,,,,,
95,338,87,142,142,142,WI20210518,20210518,WI,82,,6971
4,10,7,31,31,31,WY20210318,20210318,WY,nan,,693
,,,0,0,0,AL20200124,,,,,
6,27,6,17,17,17,VT20210305,20210305,VT,4,,207
102,787,233,112,112,112,TN20210427,20210427,TN,234,132,12163
,,,0,0,0,KS20200206,,,,,
3,40,9,26,26,26,HI20210418,20210418,HI,nan,,474
50,484,179,141,134,132,IN20200903,20200903,IN,257,78,3110
11,64,29,50,47,47,NM20200917,20200917,NM,nan,,836
56,571,156,100,100,100,NE20201221,20201221,NE,nan,,1511
181,1071,295,151,151,151,KS20201211,20201211,KS,271,130,2072
104,891,246,111,111,111,AR20210129,20210129,AR,nan,144,4831
52,416,89,67,67,67,MT20201202,20201202,MT,nan,,713
11,137,19,15,15,15,RI20210307,20210307,RI,25,16,2541
20,193,41,52,52,52,ID20210203,20210203,ID,41,,1748
16,210,60,39,39,39,ME20210107,20210107,ME,55,25,385
109,492,118,40,40,40,CT20210403,20210403,CT,nan,,7904
90,866,202,96,96,96,NJ20210513,20210513,NJ,224,157,23258
140,1069,246,205,205,205,IL20210227,20210227,IL,312,160,20494
55,459,158,103,103,103,WA20210528,20210528,WA,nan,66,5765
95,808,225,86,86,86,SC20201129,20201129,SC,236,117,4381
29,129,54,60,60,60,UT20210520,20210520,UT,57,,2279
73,662,192,81,78,77,SC20200909,20200909,SC,224,133,2942
69,438,114,87,87,87,SC20210328,20210328,SC,116,56,9122
1,24,5,17,17,17,VT20201228,20201228,VT,5,,129
,,,0,0,0,OR20200227,,,,,
1295,13784,3678,381,380,380,CA20210202,20210202,CA,3797,,41330
118,1104,286,164,164,164,MI20210207,20210207,MI,300,155,14894
85,771,223,91,91,91,AR20210201,20210201,AR,nan,146,4895
1,22,3,17,17,17,VT20201209,20201209,VT,2,,86
23,158,41,65,65,65,OR20210402,20210402,OR,42,17,2385
137,1154,350,91,91,91,AR20210104,20210104,AR,nan,212,3800
480,4501,931,229,229,229,PA20210120,20210120,PA,889,546,19868
71,773,239,210,193,189,OH20200830,20200830,OH,253,135,4128
219,1722,403,52,52,52,MD20210119,20210119,MD,411,,6476
490,4110,854,229,229,228,PA20210123,20210123,PA,803,479,20526
25,168,43,48,48,48,ID20210209,20210209,ID,43,,1780
49,184,49,40,40,40,CT20210514,20210514,CT,nan,,8173
103,632,178,101,101,101,MA20210227,20210227,MA,204,139,15744
943,5720,1184,268,268,268,FL20201224,20201224,FL,nan,,20995
184,2387,452,216,221,221,LA20201221,20201221,LA,nan,174,7107
,,,0,0,0,NC20200211,,,,,
328,2517,839,595,595,595,TX20210507,20210507,TX,nan,,49527
46,435,64,67,67,67,PR20210416,,,,,
0,1,0,17,17,17,VT20210604,20210604,VT,0,,256
29,359,51,15,15,15,RI20210124,20210124,RI,43,31,2083
6,21,9,30,30,30,WY20210309,20210309,WY,nan,,691
18,86,27,30,30,30,NH20210423,20210423,NH,nan,,1281
,,,0,0,0,TX20200220,,,,,
29,90,25,61,50,38,SD20200914,20200914,SD,nan,,184
,,,0,0,0,NC20200124,,,,,
17,132,40,86,81,77,NE20200830,20200830,NE,nan,,392
,,,0,0,0,KS20200214,,,,,
764,6294,1336,228,228,228,PA20201212,20201212,PA,1209,675,12436
3,32,6,26,26,26,HI20210226,20210226,HI,nan,,437
60,452,152,105,105,105,CO20210213,20210213,CO,nan,,5814
645,4601,1031,126,126,126,AZ20210109,20210109,AZ,688,791,10036
308,1881,450,102,102,102,MA20210114,20210114,MA,454,294,13156
77,648,199,113,113,113,TN20210310,20210310,TN,200,113,11606
36,367,98,131,131,131,MN20210524,20210524,MN,100,,7370
48,615,185,81,77,77,SC20200906,20200906,SC,208,129,2887
7,15,7,31,31,31,WY20210324,20210324,WY,nan,,695
9,61,13,65,65,65,SD20210303,20210303,SD,nan,,1893
238,1545,406,381,380,380,CA20210504,20210504,CA,395,,60765
16,147,43,51,51,51,ID20210407,20210407,ID,47,,1980
623,5124,1190,229,229,229,OH20201213,20201213,OH,1186,807,7492
92,736,304,127,121,120,NC20200915,20200915,NC,297,,3111
264,1928,512,122,122,122,NC20201201,20201201,NC,485,,5284
22,125,52,60,60,60,UT20210530,20210530,UT,46,,2301
8,53,13,17,17,17,VT20210210,20210210,VT,10,,187
,,,0,0,0,MT20200112,,,,,
,,,0,0,0,WA20200304,,,,,
6,76,18,66,66,66,PR20210605,,,,,
12,125,33,50,50,50,ND20210116,20210116,ND,10,,1381
74,530,171,59,59,59,UT20201223,20201223,UT,198,,1196
55,451,136,102,102,102,WA20210605,20210605,WA,nan,74,5836
262,1866,411,102,102,102,MA20201226,20201226,MA,416,232,12010
44,481,71,67,67,67,PR20210421,,,,,
102,822,255,118,118,118,TN20210407,20210407,TN,265,113,11976
543,6248,1215,208,208,208,NY20210219,20210219,NY,1199,834,37675
7,92,29,62,54,51,OR20200913,20200913,OR,30,15,499
156,1049,317,156,156,156,GA20210503,20210503,GA,nan,,17593
262,1690,468,104,104,104,CO20201205,20201205,CO,nan,,3357
15,201,71,55,54,54,NM20210227,20210227,NM,nan,,3700
221,1824,392,130,130,130,MN20201201,20201201,MN,394,,3615
260,2392,677,140,140,140,MO20201224,20201224,MO,685,377,5294
150,826,264,169,169,169,GA20210515,20210515,GA,nan,,17803
13,64,16,12,8,8,DE20200830,20200830,DE,16,,604
171,1625,377,59,59,59,MD20210102,20210102,MD,415,,5799
18,196,42,30,19,14,HI20200916,20200916,HI,nan,,103
18,197,50,62,62,62,NV20210603,20210603,NV,55,19,5599
38,207,53,126,126,126,IA20210410,20210410,IA,54,20,5857
198,1158,327,154,154,154,GA20210330,20210330,GA,nan,,16533
66,495,155,105,105,105,CO20210207,20210207,CO,nan,,5731
1,9,3,17,17,17,VT20210523,20210523,VT,3,,255
77,419,147,53,53,53,UT20210126,20210126,UT,158,,1613
1778,21615,4920,417,416,416,CA20210110,20210110,CA,4863,,29701
71,856,212,63,63,63,WV20210103,20210103,WV,202,90,1376
7,57,20,47,47,47,ND20210510,20210510,ND,6,,1499
14,143,29,144,144,144,KS20210405,20210405,KS,25,8,4927
24,155,29,31,31,31,WY20201219,20201219,WY,nan,,351
82,437,183,133,132,129,OK20200908,20200908,OK,187,,854
3,53,10,26,26,26,HI20210508,20210508,HI,nan,,487
23,275,72,60,60,60,NV20210315,20210315,NV,77,43,5121
368,2509,544,229,229,229,PA20210408,20210408,PA,517,245,25327
7,41,9,26,26,26,HI20210402,20210402,HI,nan,,463
844,5574,1320,170,170,170,GA20210121,20210121,GA,nan,,11511
100,897,267,193,169,153,IL20200906,20200906,IL,356,134,8171
171,932,290,170,170,170,GA20210512,20210512,GA,nan,,17750
221,1661,373,59,59,59,MD20210115,20210115,MD,421,,6322
138,1182,302,233,233,233,OH20210228,20210228,OH,316,203,17297
48,420,91,96,96,96,NJ20210603,20210603,NJ,97,63,23575
14,116,33,126,126,126,IA20210523,20210523,IA,33,17,6035
1190,7876,1623,231,231,231,FL20210112,20210112,FL,nan,,23227
444,4182,917,208,208,208,NY20210414,20210414,NY,887,563,41301
573,6022,1198,208,208,208,NY20210220,20210220,NY,1162,801,37776
378,3029,545,78,78,78,NJ20210126,20210126,NJ,578,406,18984
726,1574,551,156,139,124,GA20200911,20200911,GA,nan,,6246
91,762,198,101,101,101,NE20201211,20201211,NE,nan,,1343
51,450,104,87,87,87,SC20210321,20210321,SC,133,66,9027
1568,10779,2892,590,590,590,TX20201223,20201223,TX,nan,,25900
7,41,7,26,26,26,HI20210421,20210421,HI,nan,,474
0,5,4,2,2,2,VI20210409,,,,,
38,299,59,28,28,28,NH20210104,20210104,NH,nan,,781
149,1400,366,219,222,222,LA20210130,20210130,LA,nan,198,8801
299,2067,501,216,221,221,LA20210107,20210107,LA,nan,219,7728
70,658,176,59,59,59,WV20201201,20201201,WV,166,81,758
53,364,132,104,92,77,AZ20200909,20200909,AZ,203,111,5251
55,480,162,94,94,94,VA20210517,20210517,VA,196,121,11029
48,515,164,105,105,105,VA20210515,20210515,VA,198,115,11008
361,2948,752,132,132,132,NC20201227,20201227,NC,721,,6549
85,342,93,142,142,142,WI20210413,20210413,WI,76,,6690
76,584,167,93,93,93,WA20210511,20210511,WA,nan,72,5593
288,1993,509,200,200,200,OH20210209,20210209,OH,528,340,11793
9,94,30,100,100,100,NE20210517,20210517,NE,nan,,2266
129,1168,210,36,36,36,CT20201203,20201203,CT,nan,,5111
172,1203,305,61,61,61,MD20210414,20210414,MD,283,,8307
131,945,241,87,87,87,SC20201206,20201206,SC,243,108,4579
223,1661,402,102,102,102,MA20210123,20210123,MA,418,291,13777
134,1035,229,106,106,106,VA20210304,20210304,VA,284,184,9357
127,803,289,107,107,107,AL20200922,20200922,AL,nan,,2457
44,217,63,140,140,140,OK20210427,20210427,OK,nan,,6716
502,2787,740,170,170,170,GA20201209,20201209,GA,nan,,9073
32,167,63,110,110,110,AR20210523,20210523,AR,nan,33,5817
302,2264,605,140,140,140,MO20201212,20201212,MO,603,335,4503
64,362,112,130,130,130,MN20200924,20200924,MN,106,,1988
7,21,7,30,30,30,WY20210323,20210323,WY,nan,,695
80,699,202,202,202,202,IL20210605,20210605,IL,232,123,22912
59,461,57,16,16,16,DE20210107,20210107,DE,57,,949
89,401,80,40,40,40,CT20210312,20210312,CT,nan,,7765
,,,0,0,0,WY20200304,,,,,
45,289,69,30,30,30,NH20201223,20201223,NH,nan,,677
48,458,144,92,92,92,WA20210601,20210601,WA,nan,66,5789
43,352,88,220,223,223,LA20210415,20210415,LA,nan,45,10273
403,3252,1062,565,562,561,TX20200925,20200925,TX,nan,,15364
569,5439,1134,229,229,229,PA20210108,20210108,PA,1092,600,17394
71,703,263,112,112,112,TN20210510,20210510,TN,251,144,12276
61,353,128,114,114,114,AL20210327,20210327,AL,nan,,10526
,,,0,0,0,MT20200305,,,,,
,,,0,0,0,WI20200304,,,,,
12,148,43,48,48,48,ID20210330,20210330,ID,43,,1957
38,321,84,108,108,108,MS20210306,20210306,MS,89,47,6805
164,1088,281,151,151,151,KS20201209,20201209,KS,301,136,1941
413,3652,764,207,207,207,IL20201230,20201230,IL,882,496,16357
128,1099,210,40,40,40,CT20210120,20210120,CT,nan,,6726
311,2016,380,78,78,78,NJ20210323,20210323,NJ,430,218,21727
155,750,237,153,153,153,OK20210220,20210220,OK,467,,4155
330,2570,660,137,137,137,IN20201229,20201229,IN,645,364,7703
19,90,17,126,126,126,IA20210603,20210603,IA,17,7,6065
389,1934,516,152,152,152,OK20210114,20210114,OK,467,,2882
86,680,200,165,165,165,IN20210509,20210509,IN,184,78,13003
59,368,127,114,114,114,AL20210328,20210328,AL,nan,,10526
,,,0,0,0,NC20200304,,,,,
