previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,deathIncrease
511,5071,1061,208,208,208,NY20210306,20210306,NY,1012,694,79
123,942,275,234,234,234,OH20210306,20210306,OH,273,188,0
65,411,128,153,153,153,OK20210306,20210306,OK,100,,0
18,133,29,65,65,65,OR20210306,20210306,OR,32,12,9
195,1507,323,228,228,228,PA20210306,20210306,PA,314,171,55
8,94,21,68,68,68,PR20210306,20210306,PR,24,18,3
16,143,21,15,14,14,RI20210306,20210306,RI,25,16,6
74,575,144,87,87,87,SC20210306,20210306,SC,157,86,20
6,52,10,65,65,65,SD20210306,20210306,SD,10,7,2
56,714,213,112,112,112,TN20210306,20210306,TN,223,127,9
561,4673,1486,592,592,592,TX20210306,20210306,TX,1503,,233
35,176,72,59,59,59,UT20210306,20210306,UT,77,,5
135,953,220,106,106,106,VA20210306,20210306,VA,263,160,91
0,5,3,2,2,2,VI20210306,20210306,VI,,,0
4,26,5,17,17,17,VT20210306,20210306,VT,2,,1
35,326,85,105,105,105,WA20210306,20210306,WA,98,30,9
63,277,83,150,149,149,WI20210306,20210306,WI,77,,8
19,199,44,63,63,63,WV20210306,20210306,WV,56,27,5
4,19,5,31,31,31,WY20210306,20210306,WY,,,0
3,26,7,24,24,24,AK20210305,20210305,AK,,2,2
73,555,198,115,115,115,AL20210305,20210305,AL,,,28
29,362,132,110,110,110,AR20210305,20210305,AR,153,86,10
94,726,174,125,125,125,AZ20210305,20210305,AZ,325,154,84
431,3986,1161,417,417,417,CA20210305,20210305,CA,1236,,400
61,333,124,105,105,105,CO20210305,20210305,CO,,,12
85,419,103,39,39,39,CT20210305,20210305,CT,,,11
13,166,39,14,14,13,DC20210305,20210305,DC,45,19,3
14,127,12,16,16,16,DE20210305,20210305,DE,15,,9
524,3540,868,269,269,269,FL20210305,20210305,FL,,,138
262,1702,546,170,170,170,GA20210305,20210305,GA,,,65
1,30,6,26,26,26,HI20210305,20210305,HI,5,3,2
33,165,38,126,126,126,IA20210305,20210305,IA,39,9,13
17,124,30,52,52,52,ID20210305,20210305,ID,32,,0
152,959,206,205,205,205,IL20210305,20210305,IL,263,121,44
73,430,122,165,165,165,IN20210305,20210305,IN,123,64,34
46,232,54,149,149,149,KS20210305,20210305,KS,50,22,-4
182,554,170,119,119,119,KY20210305,20210305,KY,179,76,22
74,580,165,217,222,222,LA20210305,20210305,LA,,77,30
113,540,174,102,102,102,MA20210305,20210305,MA,180,109,26
91,801,217,61,61,61,MD20210305,20210305,MD,229,,8
10,80,28,39,39,39,ME20210305,20210305,ME,27,10,-1
113,754,212,164,164,164,MI20210305,20210305,MI,222,97,12
36,210,53,140,140,140,MN20210305,20210305,MN,57,,13
79,630,195,140,140,140,MO20210305,20210305,MO,202,135,8
39,352,84,108,108,108,MS20210305,20210305,MS,99,53,19
19,57,11,67,67,67,MT20210305,20210305,MT,12,7,4
121,1108,316,131,131,131,NC20210305,20210305,NC,314,,47
7,46,8,49,49,49,ND20210305,20210305,ND,3,,0
9,131,40,101,101,101,NE20210305,20210305,NE,,,20
7,84,21,30,30,30,NH20210305,20210305,NH,,,0
225,1735,328,96,96,96,NJ20210305,20210305,NJ,389,223,30
21,176,59,55,54,54,NM20210305,20210305,NM,,,18
50,361,97,63,63,63,NV20210305,20210305,NV,88,49,15
544,5206,1062,208,208,208,NY20210305,20210305,NY,1030,700,95
140,950,267,234,234,234,OH20210305,20210305,OH,266,185,467
70,421,129,153,153,153,OK20210305,20210305,OK,109,,0
15,140,27,65,65,65,OR20210305,20210305,OR,30,14,32
185,1556,339,228,228,228,PA20210305,20210305,PA,325,173,43
3,89,21,68,68,68,PR20210305,20210305,PR,23,18,3
16,144,23,15,15,15,RI20210305,20210305,RI,25,16,2
87,577,154,87,87,87,SC20210305,20210305,SC,163,88,39
6,54,10,65,65,65,SD20210305,20210305,SD,16,8,0
79,737,211,110,110,110,TN20210305,20210305,TN,246,135,33
630,4856,1515,592,592,592,TX20210305,20210305,TX,1530,,256
33,186,79,59,59,59,UT20210305,20210305,UT,85,,15
120,987,225,106,106,106,VA20210305,20210305,VA,254,150,71
0,5,3,2,2,2,VI20210305,20210305,VI,,,0
6,27,6,17,17,17,VT20210305,20210305,VT,4,,0
30,331,87,105,105,105,WA20210305,20210305,WA,108,57,20
69,285,86,150,150,150,WI20210305,20210305,WI,77,,12
15,217,60,63,63,63,WV20210305,20210305,WV,55,28,9
1,20,5,31,31,31,WY20210305,20210305,WY,,,0
4,26,7,24,24,24,AK20210304,20210304,AK,,2,0
75,576,201,115,115,115,AL20210304,20210304,AL,,,65
47,376,138,110,110,110,AR20210304,20210304,AR,165,91,12
111,769,193,125,125,125,AZ20210304,20210304,AZ,343,165,96
435,4194,1188,418,417,417,CA20210304,20210304,CA,1327,,273
59,350,131,105,105,105,CO20210304,20210304,CO,,,4
75,438,104,39,39,39,CT20210304,20210304,CT,,,15
8,178,42,14,14,13,DC20210304,20210304,DC,49,18,1
10,138,15,16,16,16,DE20210304,20210304,DE,18,,4
548,3633,872,269,269,269,FL20210304,20210304,FL,,,126
260,1757,547,170,170,170,GA20210304,20210304,GA,,,125
2,28,7,26,26,26,HI20210304,20210304,HI,5,3,0
33,171,39,126,126,126,IA20210304,20210304,IA,39,11,35
16,124,32,52,52,52,ID20210304,20210304,ID,32,,5
133,975,219,205,205,205,IL20210304,20210304,IL,260,128,49
67,460,122,165,165,165,IN20210304,20210304,IN,131,63,30
26,223,54,149,149,149,KS20210304,20210304,KS,59,23,0
206,583,176,119,119,119,KY20210304,20210304,KY,172,91,28
65,578,156,219,222,222,LA20210304,20210304,LA,,74,18
114,562,178,102,102,102,MA20210304,20210304,MA,168,100,44
103,808,211,61,61,61,MD20210304,20210304,MD,216,,3
8,75,26,39,39,39,ME20210304,20210304,ME,23,8,0
127,770,221,164,164,164,MI20210304,20210304,MI,229,102,39
34,216,57,140,140,140,MN20210304,20210304,MN,59,,14
71,633,201,140,140,140,MO20210304,20210304,MO,213,136,2
35,344,89,108,108,108,MS20210304,20210304,MS,101,62,21
13,55,9,67,67,67,MT20210304,20210304,MT,14,7,2
112,1167,318,131,131,131,NC20210304,20210304,NC,326,,36
5,49,12,49,49,49,ND20210304,20210304,ND,3,,0
18,139,36,101,101,101,NE20210304,20210304,NE,,,1
8,83,22,30,30,30,NH20210304,20210304,NH,,,3
246,1771,328,96,96,96,NJ20210304,20210304,NJ,376,214,42
30,202,66,55,54,54,NM20210304,20210304,NM,,,16
43,367,83,63,63,63,NV20210304,20210304,NV,97,47,18
562,4537,1090,208,208,208,NY20210304,20210304,NY,1043,712,61
173,1036,278,234,234,234,OH20210304,20210304,OH,270,196,0
74,452,141,153,153,153,OK20210304,20210304,OK,118,,0
24,156,32,65,65,65,OR20210304,20210304,OR,37,12,27
213,1618,348,228,228,228,PA20210304,20210304,PA,350,177,50
17,93,25,68,68,68,PR20210304,20210304,PR,23,19,5
7,153,22,15,15,15,RI20210304,20210304,RI,23,16,5
85,602,159,87,87,87,SC20210304,20210304,SC,180,91,40
8,56,14,65,65,65,SD20210304,20210304,SD,17,10,3
78,784,230,112,112,112,TN20210304,20210304,TN,258,127,42
544,5074,1543,592,592,592,TX20210304,20210304,TX,1599,,315
28,189,81,59,59,59,UT20210304,20210304,UT,92,,0
134,1035,229,106,106,106,VA20210304,20210304,VA,284,184,31
0,6,4,2,2,2,VI20210304,20210304,VI,,,0
3,27,8,17,17,17,VT20210304,20210304,VT,5,,0
33,357,91,105,105,105,WA20210304,20210304,WA,121,61,24
54,287,81,150,150,150,WI20210304,20210304,WI,67,,13
23,221,60,63,63,63,WV20210304,20210304,WV,57,22,0
3,22,6,31,31,31,WY20210304,20210304,WY,,,0
6,26,10,24,24,24,AK20210303,20210303,AK,,2,1
82,600,212,117,117,117,AL20210303,20210303,AL,,,38
41,391,137,110,110,110,AR20210303,20210303,AR,165,91,7
122,808,209,124,124,124,AZ20210303,20210303,AZ,381,177,29
503,4450,1256,418,417,417,CA20210303,20210303,CA,1403,,278
68,366,131,105,105,105,CO20210303,20210303,CO,,,11
71,445,112,39,39,39,CT20210303,20210303,CT,,,20
15,192,48,14,14,14,DC20210303,20210303,DC,47,23,4
14,142,18,16,16,16,DE20210303,20210303,DE,17,,14
592,3718,877,269,269,269,FL20210303,20210303,FL,,,133
201,1332,409,107,107,107,GA20210303,20210303,GA,,,145
2,30,5,26,26,26,HI20210303,20210303,HI,7,3,2
30,180,39,126,126,126,IA20210303,20210303,IA,40,11,3
18,139,33,52,52,52,ID20210303,20210303,ID,32,,4
134,1002,217,205,205,205,IL20210303,20210303,IL,275,138,50
71,473,127,165,165,165,IN20210303,20210303,IN,131,65,10
21,241,49,149,149,149,KS20210303,20210303,KS,59,23,73
170,602,165,119,119,119,KY20210303,20210303,KY,175,79,33
58,600,163,219,222,222,LA20210303,20210303,LA,,78,21
102,596,166,102,102,102,MA20210303,20210303,MA,173,109,70
103,823,215,61,61,61,MD20210303,20210303,MD,228,,14
8,72,28,39,39,39,ME20210303,20210303,ME,24,8,2
95,749,222,164,164,164,MI20210303,20210303,MI,234,100,6
31,218,59,140,140,140,MN20210303,20210303,MN,57,,17
60,649,203,140,140,140,MO20210303,20210303,MO,213,146,216
34,362,99,108,108,108,MS20210303,20210303,MS,120,64,19
20,59,10,67,67,67,MT20210303,20210303,MT,13,7,1
131,1212,335,131,131,131,NC20210303,20210303,NC,332,,75
6,51,11,49,49,49,ND20210303,20210303,ND,3,,1
22,149,35,101,101,101,NE20210303,20210303,NE,,,7
13,84,21,30,30,30,NH20210303,20210303,NH,,,5
223,1771,315,96,96,96,NJ20210303,20210303,NJ,403,243,128
18,188,64,55,54,54,NM20210303,20210303,NM,,,13
42,377,92,63,63,63,NV20210303,20210303,NV,100,53,20
578,5466,1105,207,207,207,NY20210303,20210303,NY,1047,735,75
184,1117,281,234,234,234,OH20210303,20210303,OH,279,195,0
77,496,157,153,153,153,OK20210303,20210303,OK,135,,0
19,151,29,65,65,65,OR20210303,20210303,OR,33,11,13
205,1809,380,228,228,228,PA20210303,20210303,PA,357,186,69
7,95,27,68,68,68,PR20210303,20210303,PR,33,25,8
17,156,20,15,15,15,RI20210303,20210303,RI,23,14,9
63,641,167,87,87,87,SC20210303,20210303,SC,190,86,44
9,61,13,65,65,65,SD20210303,20210303,SD,16,8,5
99,845,256,118,118,118,TN20210303,20210303,TN,259,140,23
565,5321,1620,592,592,592,TX20210303,20210303,TX,1713,,297
26,193,86,59,59,59,UT20210303,20210303,UT,92,,6
135,1091,246,106,106,106,VA20210303,20210303,VA,284,184,383
0,5,4,2,2,2,VI20210303,20210303,VI,,,0
6,27,7,17,17,17,VT20210303,20210303,VT,5,,1
61,389,103,105,105,105,WA20210303,20210303,WA,131,64,19
66,297,84,150,150,150,WI20210303,20210303,WI,69,,19
20,213,60,63,63,63,WV20210303,20210303,WV,60,25,8
4,22,8,31,31,31,WY20210303,20210303,WY,,,0
7,22,7,23,23,23,AK20210302,20210302,AK,,6,2
93,630,217,106,106,106,AL20210302,20210302,AL,,,60
39,359,137,90,90,90,AR20210302,20210302,AR,160,80,4
104,833,216,104,104,104,AZ20210302,20210302,AZ,385,203,81
447,4557,1333,381,380,380,CA20210302,20210302,CA,1452,,303
34,374,123,96,96,96,CO20210302,20210302,CO,,,7
88,456,104,33,33,33,CT20210302,20210302,CT,,,7
20,198,45,14,14,13,DC20210302,20210302,DC,47,29,0
13,133,17,10,10,10,DE20210302,20210302,DE,18,,4
588,3729,879,230,230,230,FL20210302,20210302,FL,,,140
169,1334,418,90,90,90,GA20210302,20210302,GA,,,104
3,29,6,24,24,24,HI20210302,20210302,HI,6,3,0
27,189,40,122,122,122,IA20210302,20210302,IA,39,11,26
19,139,32,48,48,48,ID20210302,20210302,ID,32,,7
141,1012,233,187,187,187,IL20210302,20210302,IL,281,148,44
60,503,133,136,136,136,IN20210302,20210302,IN,123,64,28
31,249,64,141,141,141,KS20210302,20210302,KS,43,16,0
180,612,165,104,104,104,KY20210302,20210302,KY,178,82,19
66,617,168,219,222,222,LA20210302,20210302,LA,,89,19
100,596,169,79,79,79,MA20210302,20210302,MA,187,116,38
93,840,218,53,53,53,MD20210302,20210302,MD,232,,26
17,71,30,37,37,37,ME20210302,20210302,ME,25,8,0
112,760,220,159,159,159,MI20210302,20210302,MI,228,99,25
28,232,60,131,131,131,MN20210302,20210302,MN,57,,4
65,686,207,125,125,125,MO20210302,20210302,MO,213,141,13
36,372,113,100,100,100,MS20210302,20210302,MS,109,69,43
15,58,9,66,66,66,MT20210302,20210302,MT,20,7,15
129,1198,334,119,119,119,NC20210302,20210302,NC,334,,34
5,56,12,47,47,47,ND20210302,20210302,ND,3,,2
15,149,41,100,100,100,NE20210302,20210302,NE,,,2
16,80,19,28,28,28,NH20210302,20210302,NH,,,0
263,1803,330,78,78,78,NJ20210302,20210302,NJ,395,228,48
27,201,67,53,52,52,NM20210302,20210302,NM,,,11
48,386,89,60,60,60,NV20210302,20210302,NV,108,53,10
612,5507,1101,181,181,181,NY20210302,20210302,NY,1076,747,83
172,1143,297,200,200,200,OH20210302,20210302,OH,295,207,-157
80,513,169,143,143,143,OK20210302,20210302,OK,134,,56
23,163,30,63,63,63,OR20210302,20210302,OR,33,13,4
224,1668,376,208,208,208,PA20210302,20210302,PA,354,190,74
18,96,24,68,68,68,PR20210302,20210302,PR,23,24,3
13,155,21,15,15,15,RI20210302,20210302,RI,25,17,8
75,691,185,69,69,69,SC20210302,20210302,SC,190,86,14
13,69,13,63,63,63,SD20210302,20210302,SD,13,10,0
99,872,249,113,113,113,TN20210302,20210302,TN,256,133,15
567,5442,1694,589,589,589,TX20210302,20210302,TX,1728,,271
30,196,88,53,53,53,UT20210302,20210302,UT,92,,9
138,1118,250,95,95,95,VA20210302,20210302,VA,305,200,160
0,5,4,2,2,2,VI20210302,20210302,VI,,,0
4,23,7,17,17,17,VT20210302,20210302,VT,7,,1
49,375,112,95,95,95,WA20210302,20210302,WA,125,61,13
70,307,83,144,144,144,WI20210302,20210302,WI,71,,36
19,207,63,59,59,59,WV20210302,20210302,WV,61,28,1
6,22,8,30,30,30,WY20210302,20210302,WY,,,11
1,21,8,22,22,22,AK20210301,20210301,AK,,5,10
83,668,220,106,106,106,AL20210301,20210301,AL,,,2
38,393,148,89,89,89,AR20210301,20210301,AR,173,84,7
99,873,243,104,104,104,AZ20210301,20210301,AZ,382,196,-1
383,4769,1389,380,379,379,CA20210301,20210301,CA,1518,,215
44,370,130,96,96,96,CO20210301,20210301,CO,,,1
62,415,109,33,33,33,CT20210301,20210301,CT,,,29
12,197,46,14,14,13,DC20210301,20210301,DC,46,25,2
14,149,16,10,10,10,DE20210301,20210301,DE,23,,0
485,3760,906,230,230,230,FL20210301,20210301,FL,,,150
142,1370,433,88,88,88,GA20210301,20210301,GA,,,81
4,29,6,24,24,24,HI20210301,20210301,HI,3,3,0
33,205,38,122,122,122,IA20210301,20210301,IA,48,15,1
16,126,32,48,48,48,ID20210301,20210301,ID,35,,0
110,1019,240,187,187,187,IL20210301,20210301,IL,308,148,24
63,518,128,137,137,137,IN20210301,20210301,IN,124,66,22
26,264,57,141,141,141,KS20210301,20210301,KS,43,16,8
155,631,171,106,106,106,KY20210301,20210301,KY,180,82,15
61,661,182,219,222,222,LA20210301,20210301,LA,,91,20
68,610,182,79,79,79,MA20210301,20210301,MA,184,119,26
83,857,219,53,53,53,MD20210301,20210301,MD,235,,10
1,68,25,37,37,37,ME20210301,20210301,ME,20,8,0
80,755,205,159,159,159,MI20210301,20210301,MI,226,103,11
37,234,57,131,131,131,MN20210301,20210301,MN,47,,3
57,716,215,125,125,125,MO20210301,20210301,MO,212,125,0
33,398,108,101,101,101,MS20210301,20210301,MS,111,65,0
16,57,11,65,65,65,MT20210301,20210301,MT,13,6,0
101,1228,338,119,119,119,NC20210301,20210301,NC,333,,42
6,63,15,47,47,47,ND20210301,20210301,ND,3,,3
13,154,46,100,100,100,NE20210301,20210301,NE,,,0
11,84,18,28,28,28,NH20210301,20210301,NH,,,0
175,1826,335,78,78,78,NJ20210301,20210301,NJ,387,226,21
106,203,74,53,52,52,NM20210301,20210301,NM,,,13
47,421,104,60,60,60,NV20210301,20210301,NV,105,56,0
469,5554,1119,181,181,181,NY20210301,20210301,NY,1065,741,80
152,1183,298,200,200,200,OH20210301,20210301,OH,295,224,49
85,553,175,143,143,143,OK20210301,20210301,OK,150,,50
19,163,28,63,63,63,OR20210301,20210301,OR,35,16,0
195,1675,374,209,209,209,PA20210301,20210301,PA,366,203,5
13,107,25,68,68,68,PR20210301,20210301,PR,23,23,1
5,162,24,15,15,15,RI20210301,20210301,RI,28,18,3
76,702,193,69,69,69,SC20210301,20210301,SC,194,88,32
9,72,12,63,63,63,SD20210301,20210301,SD,15,7,0
69,881,256,113,113,113,TN20210301,20210301,TN,257,127,10
517,5602,1756,591,591,591,TX20210301,20210301,TX,1747,,59
28,204,92,53,53,53,UT20210301,20210301,UT,89,,5
115,1143,264,95,95,95,VA20210301,20210301,VA,295,196,231
0,5,3,2,2,2,VI20210301,20210301,VI,,,0
3,24,8,17,17,17,VT20210301,20210301,VT,8,,1
36,378,110,95,95,95,WA20210301,20210301,WA,135,58,0
58,318,91,143,143,143,WI20210301,20210301,WI,73,,0
14,226,64,59,59,59,WV20210301,20210301,WV,59,30,0
3,26,9,30,30,30,WY20210301,20210301,WY,,,0
3,20,9,24,24,24,AK20210228,20210228,AK,,5,0
81,710,225,115,115,115,AL20210228,20210228,AL,,,-1
31,429,146,110,110,110,AR20210228,20210228,AR,183,85,-174
109,937,249,125,125,125,AZ20210228,20210228,AZ,402,210,13
433,4900,1441,418,417,417,CA20210228,20210228,CA,1585,,158
70,393,135,105,105,105,CO20210228,20210228,CO,,,6
63,423,109,40,40,40,CT20210228,20210228,CT,,,0
13,189,45,14,14,13,DC20210228,20210228,DC,45,26,7
13,163,18,16,16,16,DE20210228,20210228,DE,22,,4
517,3792,886,268,268,268,FL20210228,20210228,FL,,,126
238,2009,626,166,166,166,GA20210228,20210228,GA,,,1
1,30,5,26,26,26,HI20210228,20210228,HI,3,3,0
28,194,48,126,126,126,IA20210228,20210228,IA,50,19,1
15,132,33,52,52,52,ID20210228,20210228,ID,35,,1
105,1030,241,205,205,205,IL20210228,20210228,IL,303,150,25
72,530,128,165,165,165,IN20210228,20210228,IN,116,67,17
31,272,52,150,150,150,KS20210228,20210228,KS,63,29,0
151,689,170,119,119,119,KY20210228,20210228,KY,187,118,12
74,661,179,219,222,222,LA20210228,20210228,LA,,91,21
103,654,179,101,101,101,MA20210228,20210228,MA,183,124,51
88,832,216,60,60,60,MD20210228,20210228,MD,240,,13
5,71,24,39,39,39,ME20210228,20210228,ME,24,8,1
90,731,200,164,164,164,MI20210228,20210228,MI,195,93,0
30,225,47,140,140,140,MN20210228,20210228,MN,60,,8
68,714,215,140,140,140,MO20210228,20210228,MO,229,136,-1
34,397,105,108,108,108,MS20210228,20210228,MS,114,69,12
10,55,8,67,67,67,MT20210228,20210228,MT,13,6,1
112,1223,337,132,132,132,NC20210228,20210228,NC,348,,0
3,71,14,50,50,50,ND20210228,20210228,ND,3,,0
20,154,50,101,101,101,NE20210228,20210228,NE,,,0
7,80,17,30,30,30,NH20210228,20210228,NH,,,0
209,1825,327,96,96,96,NJ20210228,20210228,NJ,393,229,14
24,199,64,55,54,54,NM20210228,20210228,NM,,,16
51,435,100,63,63,63,NV20210228,20210228,NV,115,67,0
529,5558,1101,208,208,208,NY20210228,20210228,NY,1083,728,90
138,1182,302,233,233,233,OH20210228,20210228,OH,316,203,60
107,567,181,153,153,153,OK20210228,20210228,OK,150,,49
19,155,31,65,65,65,OR20210228,20210228,OR,35,16,2
171,1685,396,228,228,228,PA20210228,20210228,PA,374,211,84
13,108,28,68,68,68,PR20210228,20210228,PR,25,20,4
5,164,24,15,15,15,RI20210228,20210228,RI,34,19,2
84,722,187,87,87,87,SC20210228,20210228,SC,203,97,32
10,72,13,65,65,65,SD20210228,20210228,SD,15,9,2
73,863,250,113,113,113,TN20210228,20210228,TN,255,134,18
568,5575,1750,594,594,594,TX20210228,20210228,TX,1740,,197
32,208,92,59,59,59,UT20210228,20210228,UT,84,,6
108,1158,262,106,106,106,VA20210228,20210228,VA,295,180,170
0,4,0,2,2,2,VI20210228,20210228,VI,,,0
4,23,10,17,17,17,VT20210228,20210228,VT,8,,0
26,400,120,105,105,105,WA20210228,20210228,WA,135,58,0
53,318,90,150,149,149,WI20210228,20210228,WI,73,,0
20,257,60,63,63,63,WV20210228,20210228,WV,65,34,3
0,23,6,31,31,31,WY20210228,20210228,WY,,,0
1,27,10,24,24,24,AK20210227,20210227,AK,,5,0
102,709,224,115,115,115,AL20210227,20210227,AL,,,61
51,441,148,110,110,110,AR20210227,20210227,AR,172,97,10
121,974,261,125,125,125,AZ20210227,20210227,AZ,415,220,70
510,5070,1495,418,417,417,CA20210227,20210227,CA,1651,,439
61,379,133,105,105,105,CO20210227,20210227,CO,,,5
74,435,116,40,40,40,CT20210227,20210227,CT,,,0
12,178,39,14,14,13,DC20210227,20210227,DC,49,26,1
19,156,22,16,16,16,DE20210227,20210227,DE,22,,0
559,3815,883,267,267,267,FL20210227,20210227,FL,,,118
271,2027,635,169,169,169,GA20210227,20210227,GA,,,75
4,32,5,26,26,26,HI20210227,20210227,HI,3,3,2
39,192,50,126,126,126,IA20210227,20210227,IA,43,18,7
22,122,32,52,52,52,ID20210227,20210227,ID,35,,9
140,1069,246,205,205,205,IL20210227,20210227,IL,312,160,35
81,512,119,165,165,165,IN20210227,20210227,IN,138,73,25
34,285,54,150,150,150,KS20210227,20210227,KS,63,29,0
153,698,177,119,119,119,KY20210227,20210227,KY,209,87,25
84,667,173,219,222,222,LA20210227,20210227,LA,,95,0
103,632,178,101,101,101,MA20210227,20210227,MA,204,139,43
103,709,176,60,60,60,MD20210227,20210227,MD,222,,18
8,81,28,39,39,39,ME20210227,20210227,ME,24,8,1
104,729,193,164,164,164,MI20210227,20210227,MI,195,93,70
38,224,52,140,140,140,MN20210227,20210227,MN,60,,13
72,704,215,140,140,140,MO20210227,20210227,MO,238,150,7
40,438,115,108,108,108,MS20210227,20210227,MS,114,69,31
15,55,12,67,67,67,MT20210227,20210227,MT,13,6,2
116,1262,349,132,132,132,NC20210227,20210227,NC,348,,26
14,72,15,50,50,50,ND20210227,20210227,ND,3,,0
20,150,45,101,101,101,NE20210227,20210227,NE,,,4
9,80,17,30,30,30,NH20210227,20210227,NH,,,3
223,1793,340,96,96,96,NJ20210227,20210227,NJ,404,248,46
15,201,71,55,54,54,NM20210227,20210227,NM,,,15
55,445,108,63,63,63,NV20210227,20210227,NV,115,67,15
585,5545,1105,208,208,208,NY20210227,20210227,NY,1121,753,86
190,1228,311,233,233,233,OH20210227,20210227,OH,313,201,54
103,568,195,153,153,153,OK20210227,20210227,OK,150,,59
18,160,36,65,65,65,OR20210227,20210227,OR,35,16,2
200,1687,406,228,228,228,PA20210227,20210227,PA,386,209,0
14,110,32,68,68,68,PR20210227,20210227,PR,30,19,9
11,167,26,15,15,15,RI20210227,20210227,RI,34,19,10
93,724,193,87,87,87,SC20210227,20210227,SC,221,109,21
7,71,13,65,65,65,SD20210227,20210227,SD,22,10,7
87,865,254,114,114,114,TN20210227,20210227,TN,251,124,16
575,5713,1745,594,594,594,TX20210227,20210227,TX,1813,,164
30,199,90,59,59,59,UT20210227,20210227,UT,89,,22
126,1167,265,106,106,106,VA20210227,20210227,VA,303,185,185
0,2,0,2,2,2,VI20210227,20210227,VI,,,0
5,22,7,17,17,17,VT20210227,20210227,VT,4,,0
42,413,123,105,105,105,WA20210227,20210227,WA,135,59,14
64,328,102,150,149,149,WI20210227,20210227,WI,89,,15
23,269,66,63,63,63,WV20210227,20210227,WV,65,37,6
4,26,8,31,31,31,WY20210227,20210227,WY,,,0
2,32,10,24,24,24,AK20210226,20210226,AK,,5,0
92,732,234,115,115,115,AL20210226,20210226,AL,,,38
49,478,162,110,110,110,AR20210226,20210226,AR,184,98,10
153,1052,268,125,125,125,AZ20210226,20210226,AZ,419,225,83
486,5316,1557,418,417,417,CA20210226,20210226,CA,1725,,391
53,373,135,105,105,105,CO20210226,20210226,CO,,,15
79,446,110,40,40,40,CT20210226,20210226,CT,,,8
17,197,50,14,14,14,DC20210226,20210226,DC,50,24,4
19,171,22,16,16,16,DE20210226,20210226,DE,26,,12
571,3971,918,267,267,267,FL20210226,20210226,FL,,,144
285,2114,656,169,169,169,GA20210226,20210226,GA,,,20
3,32,6,26,26,26,HI20210226,20210226,HI,3,3,2
35,180,43,126,126,126,IA20210226,20210226,IA,46,18,25
15,118,33,52,52,52,ID20210226,20210226,ID,38,,10
163,1141,254,205,205,205,IL20210226,20210226,IL,336,174,68
87,533,145,165,165,165,IN20210226,20210226,IN,151,79,37
42,290,62,150,150,150,KS20210226,20210226,KS,63,29,11
180,731,204,119,119,119,KY20210226,20210226,KY,218,105,30
80,677,185,219,222,222,LA20210226,20210226,LA,,95,26
110,640,199,101,101,101,MA20210226,20210226,MA,211,137,46
98,841,207,60,60,60,MD20210226,20210226,MD,245,,33
9,76,25,39,39,39,ME20210226,20210226,ME,23,9,0
100,719,174,164,164,164,MI20210226,20210226,MI,195,93,2
29,241,55,140,140,140,MN20210226,20210226,MN,60,,12
70,757,221,140,140,140,MO20210226,20210226,MO,238,156,11
48,427,112,108,108,108,MS20210226,20210226,MS,120,70,25
16,64,10,67,67,67,MT20210226,20210226,MT,14,7,4
136,1328,348,132,132,132,NC20210226,20210226,NC,367,,49
10,62,14,50,50,50,ND20210226,20210226,ND,2,,1
22,154,45,101,101,101,NE20210226,20210226,NE,,,15
9,82,18,30,30,30,NH20210226,20210226,NH,,,4
226,1840,349,96,96,96,NJ20210226,20210226,NJ,439,270,45
27,230,77,55,54,54,NM20210226,20210226,NM,,,14
49,474,114,63,63,63,NV20210226,20210226,NV,118,72,9
585,5729,1128,208,208,208,NY20210226,20210226,NY,1132,771,94
191,1262,309,233,233,233,OH20210226,20210226,OH,308,214,58
94,599,206,153,153,153,OK20210226,20210226,OK,150,,18
23,172,39,65,65,65,OR20210226,20210226,OR,40,13,10
220,1843,408,228,228,228,PA20210226,20210226,PA,403,218,69
8,112,29,68,68,68,PR20210226,20210226,PR,28,24,7
14,168,26,15,15,15,RI20210226,20210226,RI,34,19,6
86,691,197,87,87,87,SC20210226,20210226,SC,212,113,34
11,74,18,65,65,65,SD20210226,20210226,SD,21,8,7
130,904,259,113,113,113,TN20210226,20210226,TN,271,134,56
579,5915,1825,594,594,594,TX20210226,20210226,TX,1839,,290
28,217,95,59,59,59,UT20210226,20210226,UT,94,,17
354,1211,268,106,106,106,VA20210226,20210226,VA,313,187,234
1,5,3,2,2,2,VI20210226,20210226,VI,,,0
6,26,10,17,17,17,VT20210226,20210226,VT,10,,1
43,422,125,105,105,105,WA20210226,20210226,WA,168,62,30
57,340,106,150,149,149,WI20210226,20210226,WI,89,,5
18,270,69,63,63,63,WV20210226,20210226,WV,62,33,1
7,27,8,31,31,31,WY20210226,20210226,WY,,,0
6,36,9,24,24,24,AK20210225,20210225,AK,,5,0
112,773,240,115,115,115,AL20210225,20210225,AL,,,87
55,490,172,110,110,110,AR20210225,20210225,AR,204,108,10
144,1063,185,125,125,125,AZ20210225,20210225,AZ,415,241,121
534,5572,1630,418,417,417,CA20210225,20210225,CA,1783,,1114
61,388,133,105,105,105,CO20210225,20210225,CO,,,8
